species,decimalLatitude,decimalLongitude,eventDate,day,month,year
Lamproderma sauteri,45.88,5.76,2000-04-23T00:00:00,23,4,2000
Lamproderma sauteri,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma sauteri,45.64,6.49,2003-04-21T00:00:00,21,4,2003
Lamproderma sauteri,45.64,6.49,2003-04-21T00:00:00,21,4,2003
Lamproderma sauteri,45.62,6.41,2002-03-31T00:00:00,31,3,2002
Lamproderma sauteri,45.63,6.48,1998-04-30T00:00:00,30,4,1998
Lamproderma sauteri,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma sauteri,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma sauteri,45.48,6.4,2002-05-21T00:00:00,21,5,2002
Lamproderma sauteri,44.26,7.08,2002-05-11T00:00:00,11,5,2002
Lamproderma sauteri,45.57,6.82,2002-05-16T00:00:00,16,5,2002
Lamproderma sauteri,45.63,6.48,2002-05-31T00:00:00,31,5,2002
Lamproderma sauteri,45.56,6.42,2001-05-20T00:00:00,20,5,2001
Lamproderma sauteri,44.26,7.08,2002-05-11T00:00:00,11,5,2002
Lamproderma sauteri,44.26,7.08,2002-05-11T00:00:00,11,5,2002
Lamproderma sauteri,45.52,6.54,2001-05-09T00:00:00,9,5,2001
Lamproderma sauteri,45.52,6.54,2001-05-09T00:00:00,9,5,2001
Lamproderma sauteri,45.47,6.65,2000-05-01T00:00:00,1,5,2000
Lamproderma sauteri,45.46,6.5,2001-05-03T00:00:00,3,5,2001
Lamproderma sauteri,45.46,6.5,2001-05-03T00:00:00,3,5,2001
Lamproderma sauteri,45.47,6.65,2000-05-07T00:00:00,7,5,2000
Lamproderma sauteri,45.88,5.76,1998-05-08T00:00:00,8,5,1998
Lamproderma sauteri,45.47,6.65,2000-05-01T00:00:00,1,5,2000
Lamproderma sauteri,45.52,6.54,2000-05-02T00:00:00,2,5,2000
Lamproderma sauteri,45.52,6.54,2000-05-02T00:00:00,2,5,2000
Lamproderma sauteri,45.52,6.54,2000-05-02T00:00:00,2,5,2000
Lamproderma sauteri,45.74,6.49,2000-05-16T00:00:00,16,5,2000
Lamproderma sauteri,45.58,6.4,2000-05-01T00:00:00,1,5,2000
Lamproderma sauteri,45.47,6.65,1998-06-01T00:00:00,,6,1998
Lamproderma sauteri,45.52,6.54,2001-05-22T00:00:00,22,5,2001
Lamproderma sauteri,45.43,6.59,1999-04-30T00:00:00,30,4,1999
Lamproderma sauteri,46.3,5.99,1999-05-31T00:00:00,31,5,1999
Lamproderma sauteri,45.47,6.65,2000-04-30T00:00:00,30,4,2000
Lamproderma sauteri,45.47,6.65,2000-04-30T00:00:00,30,4,2000
Lamproderma sauteri,45.41,6.47,1999-05-13T00:00:00,13,5,1999
Lamproderma sauteri,45.57,6.43,1999-05-09T00:00:00,9,5,1999
Lamproderma sauteri,45.63,6.48,1997-04-14T00:00:00,14,4,1997
Lamproderma sauteri,45.47,6.65,1998-04-01T00:00:00,1,4,1998
Lamproderma sauteri,45.45,6.66,1998-04-26T00:00:00,26,4,1998
Lamproderma sauteri,45.47,6.66,1998-05-10T00:00:00,10,5,1998
Lamproderma sauteri,45.47,6.66,1998-05-10T00:00:00,10,5,1998
Lamproderma sauteri,45.47,6.65,1998-04-26T00:00:00,26,4,1998
Lamproderma sauteri,45.53,6.45,1998-05-15T00:00:00,15,5,1998
Lamproderma sauteri,45.47,6.65,1998-04-01T00:00:00,1,4,1998
Lamproderma sauteri,45.43,6.37,1998-05-30T00:00:00,30,5,1998
Lamproderma sauteri,45.43,6.37,1998-05-30T00:00:00,30,5,1998
Lamproderma sauteri,45.4,6.57,1998-05-10T00:00:00,10,5,1998
Lamproderma sauteri,45.4,6.57,1998-05-10T00:00:00,10,5,1998
Lamproderma sauteri,45.4,6.57,1998-05-10T00:00:00,10,5,1998
Lamproderma sauteri,45.52,6.54,1998-05-05T00:00:00,5,5,1998
Lamproderma sauteri,45.63,6.48,1998-04-30T00:00:00,30,4,1998
Lamproderma sauteri,45.6,6.81,1998-04-22T00:00:00,22,4,1998
Lamproderma sauteri,45.46,6.5,1998-04-03T00:00:00,3,4,1998
Lamproderma sauteri,45.46,6.5,1998-04-03T00:00:00,3,4,1998
Lamproderma sauteri,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma sauteri,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma sauteri,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma sauteri,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma sauteri,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma sauteri,45.5,6.61,1997-05-29T00:00:00,29,5,1997
Lamproderma sauteri,45.57,6.82,1997-05-23T00:00:00,23,5,1997
Lamproderma sauteri,45.46,6.5,1997-04-18T00:00:00,18,4,1997
Lamproderma sauteri,45.61,6.4,1996-04-25T00:00:00,25,4,1996
Lamproderma sauteri,45.63,6.48,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,45.48,6.98,1996-06-05T00:00:00,5,6,1996
Lamproderma sauteri,45.6,6.8,1996-05-08T00:00:00,8,5,1996
Lamproderma sauteri,45.48,6.4,1996-05-30T00:00:00,30,5,1996
Lamproderma sauteri,45.35,6.59,1995-06-07T00:00:00,7,6,1995
Lamproderma sauteri,45.87,5.77,1995-04-17T00:00:00,17,4,1995
Lamproderma sauteri,45.8,6.37,1995-04-18T00:00:00,18,4,1995
Lamproderma sauteri,45.22,6.74,1994-04-29T00:00:00,29,4,1994
Lamproderma sauteri,45.35,6.59,1994-05-10T00:00:00,10,5,1994
Lamproderma sauteri,45.4,6.57,1994-05-10T00:00:00,10,5,1994
Lamproderma sauteri,45.4,6.57,1994-05-10T00:00:00,10,5,1994
Lamproderma sauteri,45.6,6.8,1994-05-16T00:00:00,16,5,1994
Lamproderma sauteri,45.6,6.8,1994-05-16T00:00:00,16,5,1994
Lamproderma sauteri,45.62,6.47,1994-05-01T00:00:00,1,5,1994
Lamproderma sauteri,45.35,6.59,1994-05-10T00:00:00,10,5,1994
Lamproderma sauteri,45.9,5.76,1994-03-19T00:00:00,19,3,1994
Lamproderma sauteri,45.62,6.41,1994-03-16T00:00:00,16,3,1994
Lamproderma sauteri,45.4,6.57,1993-04-25T00:00:00,25,4,1993
Lamproderma sauteri,45.47,6.57,1992-05-15T00:00:00,15,5,1992
Lamproderma sauteri,45.63,6.47,1992-05-12T00:00:00,12,5,1992
Lamproderma sauteri,45.63,6.47,1992-05-12T00:00:00,12,5,1992
Lamproderma sauteri,45.63,6.47,1992-05-12T00:00:00,12,5,1992
Lamproderma sauteri,45.63,6.47,1992-05-12T00:00:00,12,5,1992
Lamproderma sauteri,45.56,6.51,1992-04-20T00:00:00,20,4,1992
Lamproderma sauteri,45.62,6.4,1992-05-05T00:00:00,5,5,1992
Lamproderma sauteri,45.62,6.4,1992-04-28T00:00:00,28,4,1992
Lamproderma sauteri,45.63,6.48,1992-05-12T00:00:00,12,5,1992
Lamproderma sauteri,45.62,6.4,1992-05-01T00:00:00,1,5,1992
Lamproderma sauteri,45.62,6.4,1992-05-01T00:00:00,1,5,1992
Lamproderma sauteri,45.47,6.57,1992-05-15T00:00:00,15,5,1992
Lamproderma sauteri,45.62,6.4,1992-05-01T00:00:00,1,5,1992
Lamproderma sauteri,45.62,6.4,1992-05-01T00:00:00,1,5,1992
Lamproderma sauteri,45.62,6.47,1992-04-12T00:00:00,12,4,1992
Lamproderma sauteri,45.43,6.61,1992-04-14T00:00:00,14,4,1992
Lamproderma sauteri,45.63,6.48,1991-06-11T00:00:00,11,6,1991
Lamproderma sauteri,45.98,6.34,1991-06-25T00:00:00,25,6,1991
Lamproderma sauteri,45.98,6.34,1991-06-25T00:00:00,25,6,1991
Lamproderma sauteri,45.98,6.34,1991-06-25T00:00:00,25,6,1991
Lamproderma sauteri,45.65,6.58,1991-05-29T00:00:00,29,5,1991
Lamproderma sauteri,45.65,6.58,1991-05-29T00:00:00,29,5,1991
Lamproderma sauteri,45.63,6.48,1991-05-23T00:00:00,23,5,1991
Lamproderma sauteri,45.63,6.48,1991-05-28T00:00:00,28,5,1991
Lamproderma sauteri,45.63,6.48,1991-04-12T00:00:00,12,4,1991
Lamproderma sauteri,45.61,6.4,1991-05-15T00:00:00,15,5,1991
Lamproderma sauteri,45.23,6.07,1991-06-05T00:00:00,5,6,1991
Lamproderma sauteri,45.09,5.85,1997-03-28T00:00:00,28,3,1997
Lamproderma sauteri,45.09,5.85,1997-04-17T00:00:00,17,4,1997
Lamproderma sauteri,45.09,5.85,1997-04-17T00:00:00,17,4,1997
Lamproderma sauteri,45.87,5.77,1991-04-01T00:00:00,1,4,1991
Lamproderma sauteri,33.85,134.1,1996-04-28T00:00:00,28,4,1996
Lamproderma sauteri,67.61,33.68,1994-07-14T00:00:00,14,7,1994
Lamproderma sauteri,35.43,136.73,1994-05-04T00:00:00,4,5,1994
Lamproderma sauteri,35.43,136.73,1994-05-04T00:00:00,4,5,1994
Lamproderma sauteri,35.95,137.26,1994-05-03T00:00:00,3,5,1994
Lamproderma sauteri,45.6,6.81,1991-05-03T00:00:00,3,5,1991
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.81,13.75,1990-05-19T00:00:00,19,5,1990
Lamproderma sauteri,47.81,13.75,1990-05-19T00:00:00,19,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-05T00:00:00,5,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-05T00:00:00,5,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-05T00:00:00,5,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-05T00:00:00,5,5,1990
Lamproderma sauteri,47.13,10.18,1989-05-20T00:00:00,20,5,1989
Lamproderma sauteri,47.13,10.18,1989-05-20T00:00:00,20,5,1989
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma sauteri,45.63,6.01,1988-04-22T00:00:00,22,4,1988
Lamproderma sauteri,45.63,6.01,1988-04-22T00:00:00,22,4,1988
Lamproderma sauteri,45.84,6.12,1988-05-07T00:00:00,7,5,1988
Lamproderma sauteri,45.63,6.01,1988-05-01T00:00:00,1,5,1988
Lamproderma sauteri,45.84,6.12,1988-04-29T00:00:00,29,4,1988
Lamproderma sauteri,45.84,6.12,1988-04-29T00:00:00,29,4,1988
Lamproderma sauteri,45.84,6.12,1988-04-29T00:00:00,29,4,1988
Lamproderma sauteri,45.59,6.41,1989-05-12T00:00:00,12,5,1989
Lamproderma sauteri,45.62,6.4,1990-05-15T00:00:00,15,5,1990
Lamproderma sauteri,45.63,6.48,1990-05-13T00:00:00,13,5,1990
Lamproderma sauteri,45.53,6.69,1989-05-17T00:00:00,17,5,1989
Lamproderma sauteri,45.53,6.69,1989-05-17T00:00:00,17,5,1989
Lamproderma sauteri,45.63,6.48,1989-05-15T00:00:00,15,5,1989
Lamproderma sauteri,45.59,6.41,1989-05-20T00:00:00,20,5,1989
Lamproderma sauteri,45.6,6.41,1989-05-04T00:00:00,4,5,1989
Lamproderma sauteri,45.6,6.41,1989-05-04T00:00:00,4,5,1989
Lamproderma sauteri,45.62,6.4,1989-05-06T00:00:00,6,5,1989
Lamproderma sauteri,45.62,6.4,1989-05-09T00:00:00,9,5,1989
Lamproderma sauteri,45.63,6.01,1988-05-01T00:00:00,1,5,1988
Lamproderma sauteri,45.6,6.41,1988-05-08T00:00:00,8,5,1988
Lamproderma sauteri,45.98,6.67,1988-07-07T00:00:00,7,7,1988
Lamproderma sauteri,45.62,6.47,1988-04-25T00:00:00,25,4,1988
Lamproderma sauteri,46.63,-6.4,1988-04-22T00:00:00,22,4,1988
Lamproderma sauteri,45.68,6.29,1988-04-19T00:00:00,19,4,1988
Lamproderma sauteri,45.69,6.63,1988-05-26T00:00:00,26,5,1988
Lamproderma sauteri,45.56,6.53,1987-05-09T00:00:00,9,5,1987
Lamproderma sauteri,46.13,6.55,1987-05-28T00:00:00,28,5,1987
Lamproderma sauteri,45.62,6.4,1987-05-12T00:00:00,12,5,1987
Lamproderma sauteri,45.62,6.4,1987-05-01T00:00:00,1,5,1987
Lamproderma sauteri,45.57,6.43,1987-04-26T00:00:00,26,4,1987
Lamproderma sauteri,45.62,6.49,1987-04-19T00:00:00,19,4,1987
Lamproderma sauteri,45.62,6.47,1987-04-16T00:00:00,16,4,1987
Lamproderma sauteri,45.5,6.45,1986-04-23T00:00:00,23,4,1986
Lamproderma sauteri,45.5,6.45,1986-04-23T00:00:00,23,4,1986
Lamproderma sauteri,45.46,6.5,1986-05-09T00:00:00,9,5,1986
Lamproderma sauteri,45.46,6.5,1986-05-09T00:00:00,9,5,1986
Lamproderma sauteri,45.62,6.49,1986-04-08T00:00:00,8,4,1986
Lamproderma sauteri,45.62,6.4,1985-05-23T00:00:00,23,5,1985
Lamproderma sauteri,45.5,6.45,1988-05-01T00:00:00,1,5,1988
Lamproderma sauteri,45.62,6.47,1986-04-25T00:00:00,25,4,1986
Lamproderma sauteri,45.6,6.41,1986-05-26T00:00:00,26,5,1986
Lamproderma sauteri,45.62,6.4,1986-05-20T00:00:00,20,5,1986
Lamproderma sauteri,45.62,6.41,1986-05-06T00:00:00,6,5,1986
Lamproderma sauteri,45.56,6.44,1986-05-02T00:00:00,2,5,1986
Lamproderma sauteri,45.56,6.49,1986-05-01T00:00:00,1,5,1986
Lamproderma sauteri,45.5,6.45,1986-06-15T00:00:00,15,6,1986
Lamproderma sauteri,45.56,6.49,1986-05-01T00:00:00,1,5,1986
Lamproderma sauteri,45.62,6.41,1986-05-06T00:00:00,6,5,1986
Lamproderma sauteri,45.5,6.45,1986-04-23T00:00:00,23,4,1986
Lamproderma sauteri,45.88,5.76,1996-05-06T00:00:00,6,5,1996
Lamproderma sauteri,45.6,6.42,1983-04-20T00:00:00,20,4,1983
Lamproderma sauteri,45.59,6.41,1985-05-20T00:00:00,20,5,1985
Lamproderma sauteri,45.46,6.5,1979-06-08T00:00:00,8,6,1979
Lamproderma sauteri,62.43,81.67,2002-07-03T00:00:00,3,7,2002
Lamproderma sauteri,45.95,5.73,1986-04-19T00:00:00,19,4,1986
Lamproderma sauteri,45.83,5.53,1986-05-04T00:00:00,4,5,1986
Lamproderma sauteri,46.3,5.99,1999-05-31T00:00:00,31,5,1999
Lamproderma sauteri,45.78,5.57,1984-05-07T00:00:00,7,5,1984
Lamproderma sauteri,45.87,5.77,1986-04-26T00:00:00,26,4,1986
Lamproderma sauteri,45.9,5.74,1995-04-14T00:00:00,14,4,1995
Lamproderma sauteri,45.9,5.76,2003-04-22T00:00:00,22,4,2003
Lamproderma sauteri,45.9,5.76,2001-03-27T00:00:00,27,3,2001
Lamproderma sauteri,45.9,5.76,2000-04-24T00:00:00,24,4,2000
Lamproderma sauteri,45.9,5.75,2002-04-05T00:00:00,5,4,2002
Lamproderma sauteri,45.9,5.75,1997-04-15T00:00:00,15,4,1997
Lamproderma sauteri,45.9,5.75,1997-04-15T00:00:00,15,4,1997
Lamproderma sauteri,45.9,5.75,1997-03-31T00:00:00,31,3,1997
Lamproderma sauteri,45.9,5.75,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,45.9,5.75,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,45.9,5.75,1995-05-03T00:00:00,3,5,1995
Lamproderma sauteri,45.9,5.75,1994-05-07T00:00:00,7,5,1994
Lamproderma sauteri,45.9,5.75,1994-05-07T00:00:00,7,5,1994
Lamproderma sauteri,45.9,5.75,1994-03-27T00:00:00,27,3,1994
Lamproderma sauteri,45.9,5.75,1994-03-27T00:00:00,27,3,1994
Lamproderma sauteri,45.9,5.75,1991-04-11T00:00:00,11,4,1991
Lamproderma sauteri,45.9,5.75,1987-05-01T00:00:00,1,5,1987
Lamproderma sauteri,45.9,5.75,1987-03-07T00:00:00,7,3,1987
Lamproderma sauteri,45.9,5.75,1986-04-04T00:00:00,4,4,1986
Lamproderma sauteri,45.9,5.75,1985-05-28T00:00:00,28,5,1985
Lamproderma sauteri,45.9,5.75,1985-05-26T00:00:00,26,5,1985
Lamproderma sauteri,45.9,5.75,1985-05-26T00:00:00,26,5,1985
Lamproderma sauteri,45.9,5.75,1985-05-01T00:00:00,1,5,1985
Lamproderma sauteri,45.9,5.75,1983-05-11T00:00:00,11,5,1983
Lamproderma sauteri,45.9,5.75,1983-05-11T00:00:00,11,5,1983
Lamproderma sauteri,45.9,5.75,1983-05-03T00:00:00,3,5,1983
Lamproderma sauteri,45.9,5.75,1983-04-30T00:00:00,30,4,1983
Lamproderma sauteri,45.9,5.75,1981-05-01T00:00:00,1,5,1981
Lamproderma sauteri,45.9,5.75,1980-05-15T00:00:00,15,5,1980
Lamproderma sauteri,45.46,6.5,1995-04-28T00:00:00,28,4,1995
Lamproderma sauteri,45.46,6.5,1995-04-28T00:00:00,28,4,1995
Lamproderma sauteri,45.6,6.433,1985-05-02T00:00:00,2,5,1985
Lamproderma sauteri,45.6,6.433,1986-03-10T00:00:00,10,3,1986
Lamproderma sauteri,45.6,6.433,1985-08-23T00:00:00,23,8,1985
Lamproderma sauteri,47.1667,7,,,,
Lamproderma sauteri,47.1667,7,,,,
Lamproderma sauteri,52.6333,1.3,1918-04-03T00:00:00,3,4,1918
Lamproderma sauteri,52.6333,1.3,1920-03-20T00:00:00,20,3,1920
Lamproderma sauteri,47.1667,7,,,,
Lamproderma sauteri,47.1667,7,,,,
Lamproderma sauteri,46.417,7.75,,,,
Lamproderma pseudomaculatum,45.62,6.47,2006-04-19T00:00:00,19,4,2006
Lamproderma pseudomaculatum,45.88,5.77,2006-04-22T00:00:00,22,4,2006
Lamproderma pseudomaculatum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma pseudomaculatum,45.55,6.52,2005-03-28T00:00:00,28,3,2005
Lamproderma ovoideum,45.68,6.88,2006-07-12T00:00:00,12,7,2006
Lamproderma ovoideum,45.72,6.68,2006-06-22T00:00:00,22,6,2006
Lamproderma ovoideum,48.05,7,2006-06-10T00:00:00,10,6,2006
Lamproderma ovoideum,47.9,7.09,2006-06-12T00:00:00,12,6,2006
Lamproderma ovoideum,45.62,6.39,2006-06-03T00:00:00,3,6,2006
Lamproderma ovoideum,47.9,7.09,2006-06-12T00:00:00,12,6,2006
Lamproderma ovoideum,45.43,6.37,2006-06-18T00:00:00,18,6,2006
Lamproderma ovoideum,47.9,7.09,2006-06-12T00:00:00,12,6,2006
Lamproderma ovoideum,47.9,7.09,2006-06-12T00:00:00,12,6,2006
Lamproderma ovoideum,45.58,6.4,2006-05-15T00:00:00,15,5,2006
Lamproderma ovoideum,45.58,6.4,2006-05-15T00:00:00,15,5,2006
Lamproderma ovoideum,45.64,6.48,2006-05-28T00:00:00,28,5,2006
Lamproderma ovoideum,45.64,6.48,2006-05-28T00:00:00,28,5,2006
Lamproderma ovoideum,45.64,6.48,2006-05-25T00:00:00,25,5,2006
Lamproderma ovoideum,45.52,6.54,2006-05-16T00:00:00,16,5,2006
Lamproderma ovoideum,45.62,6.4,2006-05-02T00:00:00,2,5,2006
Lamproderma ovoideum,45.59,6.81,2006-05-26T00:00:00,26,5,2006
Lamproderma ovoideum,45.58,6.83,2006-05-26T00:00:00,26,5,2006
Lamproderma ovoideum,45.52,6.54,2006-05-16T00:00:00,16,5,2006
Lamproderma ovoideum,45.52,6.54,2006-05-16T00:00:00,16,5,2006
Lamproderma ovoideum,45.52,6.54,2006-05-16T00:00:00,16,5,2006
Lamproderma ovoideum,45.53,6.44,2006-05-14T00:00:00,14,5,2006
Lamproderma ovoideum,45.58,6.83,2006-05-26T00:00:00,26,5,2006
Lamproderma ovoideum,45.53,6.44,2006-05-14T00:00:00,14,5,2006
Lamproderma ovoideum,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma ovoideum,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma ovoideum,42.42,13.52,2006-05-26T00:00:00,26,5,2006
Lamproderma ovoideum,45.57,6.42,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma ovoideum,45.45,5.85,2006-04-23T00:00:00,23,4,2006
Lamproderma ovoideum,45.62,6.47,2006-04-19T00:00:00,19,4,2006
Lamproderma ovoideum,45.62,6.47,2006-04-19T00:00:00,19,4,2006
Lamproderma ovoideum,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.61,6.41,2006-04-17T00:00:00,17,4,2006
Lamproderma ovoideum,45.61,6.41,2006-04-17T00:00:00,17,4,2006
Lamproderma ovoideum,45.61,6.41,2006-04-17T00:00:00,17,4,2006
Lamproderma ovoideum,45.61,6.41,2006-04-17T00:00:00,17,4,2006
Lamproderma ovoideum,45.45,5.85,2006-04-23T00:00:00,23,4,2006
Lamproderma ovoideum,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.52,6.45,2006-04-14T00:00:00,14,4,2006
Lamproderma ovoideum,45.88,5.76,2006-04-22T00:00:00,22,4,2006
Lamproderma ovoideum,45.88,5.77,2006-04-22T00:00:00,22,4,2006
Lamproderma ovoideum,45.62,6.47,2006-04-19T00:00:00,19,4,2006
Lamproderma ovoideum,45.46,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.46,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.46,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.52,6.45,2006-04-14T00:00:00,14,4,2006
Lamproderma ovoideum,45.62,6.47,2006-04-19T00:00:00,19,4,2006
Lamproderma ovoideum,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma ovoideum,45.4,6.57,2005-04-28T00:00:00,28,4,2005
Lamproderma ovoideum,45.36,6.58,2005-04-28T00:00:00,28,4,2005
Lamproderma ovoideum,45.43,6.57,2005-04-28T00:00:00,28,4,2005
Lamproderma ovoideum,45.63,6.48,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.55,6.52,2005-03-28T00:00:00,28,3,2005
Lamproderma ovoideum,45.63,6.48,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.63,6.48,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-30T00:00:00,30,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma ovoideum,42.45,2.1,2006-04-23T00:00:00,23,4,2006
Lamproderma ovoideum,45.88,5.77,2006-04-22T00:00:00,22,4,2006
Lamproderma ovoideum,45.88,5.77,2006-04-22T00:00:00,22,4,2006
Lamproderma ovoideum,48.17,7.11,2006-04-03T00:00:00,3,4,2006
Lamproderma ovoideum,45.55,6.52,2005-03-28T00:00:00,28,3,2005
Lamproderma ovoideum,45.62,6.4,1985-05-23T00:00:00,23,5,1985
Lamproderma pseudomaculatum,45.62,6.47,1994-03-11T00:00:00,11,3,1994
Lamproderma ovoideum,45.68,6.88,2005-06-17T00:00:00,17,6,2005
Lamproderma ovoideum,45.68,6.88,2005-06-17T00:00:00,17,6,2005
Lamproderma ovoideum,45.68,6.88,2005-06-17T00:00:00,17,6,2005
Lamproderma ovoideum,42.42,13.52,2005-04-29T00:00:00,29,4,2005
Lamproderma ovoideum,42.42,13.52,2005-04-29T00:00:00,29,4,2005
Lamproderma ovoideum,42.42,13.52,2005-04-29T00:00:00,29,4,2005
Lamproderma ovoideum,42.42,13.52,2005-04-29T00:00:00,29,4,2005
Lamproderma ovoideum,42.42,13.52,2005-04-29T00:00:00,29,4,2005
Lamproderma ovoideum,45.62,6.39,2005-05-26T00:00:00,26,5,2005
Lamproderma ovoideum,48.05,7,2005-04-01T00:00:00,,4,2005
Lamproderma ovoideum,45.64,6.48,2005-05-15T00:00:00,15,5,2005
Lamproderma ovoideum,45.5,6.45,2005-04-02T00:00:00,2,4,2005
Lamproderma ovoideum,45.62,6.41,2005-03-29T00:00:00,29,3,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma pseudomaculatum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.52,6.45,2005-04-03T00:00:00,3,4,2005
Lamproderma ovoideum,45.47,6.45,2005-04-02T00:00:00,2,4,2005
Lamproderma ovoideum,45.47,6.45,2005-04-02T00:00:00,2,4,2005
